cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote,District,State_Abv
N00041480,Johnny Nalbandian (R),39584.2,39159.46,5000.0,11834.2,22750.0,0.0,462.18,6690.0,5144.2,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,30.2,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,27,CA
N00009585,Adam Schiff (D),19382855.39,10188664.09,509394.0,17580542.83,0.0,1292918.56,13908271.49,6153196.31,11427346.52,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,72.7,W,I,California,,,2020-03-03 00:00:00 +0000,CA28,0,1,N,28,CA
N00044849,Eric Early (R),4085322.45,3790026.99,7372.7,4017001.2,84000.0,-23051.45,295295.46,1262903.58,2754097.62,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,27.3,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,28,CA
N00033373,Tony Cardenas (D),1419697.39,1213587.98,1007850.0,417820.39,0.0,-5973.0,529789.12,404687.0,13133.39,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,56.6,W,I,California,,,2020-03-03 00:00:00 +0000,CA29,0,1,N,29,CA
N00041309,Angelica Duenas (3),78083.34,76627.11,5550.0,70186.34,2347.0,0.0,1456.23,25644.71,44541.63,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,43.4,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,29,CA
N00006897,Brad Sherman (D),1513373.95,1111826.06,697049.0,507553.46,250000.0,58771.49,2624620.96,494848.18,12705.28,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,69.5,W,I,California,,,2020-03-03 00:00:00 +0000,CA30,0,1,N,30,CA
N00030776,Mark Reed (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,California,,,2020-03-03 00:00:00 +0000,,0,2,N,30,CA
N00033997,Pete Aguilar (D),2475747.64,1861434.24,1090524.5,1366060.59,0.0,19162.55,1839594.04,825039.44,541021.15,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,61.3,W,I,California,,,2020-03-03 00:00:00 +0000,CA31,0,1,N,31,CA
N00045966,Agnes Gibboney (R),138686.97,127907.43,6050.0,132636.97,0.0,0.0,10779.54,63551.99,69084.98,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,38.7,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,31,CA
N00006789,Grace Napolitano (D),478426.15,251046.86,374250.0,103291.27,0.0,884.88,533329.98,100883.8,2407.47,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,66.6,W,I,California,,,2020-03-03 00:00:00 +0000,CA32,0,1,N,32,CA
N00043595,Joshua Scott (R),23624.37,14247.84,5000.0,18624.37,0.0,0.0,10155.34,9400.0,9224.37,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,33.4,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,32,CA
N00035825,Ted Lieu (D),1661435.54,1582572.55,516900.0,1110429.17,0.0,34106.37,1944363.98,986370.56,124058.61,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.6,W,I,California,,,2020-03-03 00:00:00 +0000,CA33,0,1,N,33,CA
N00043073,James Bradley (R),78909.68000000001,79034.68000000001,0.0,82319.28,2590.4,-6000.0,0.0,60760.0,21559.28,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,32.4,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,33,CA
N00040597,Jimmy Gomez (D),1401165.87,1268312.46,991447.19,380991.7,0.0,28726.98,489518.59,362335.93,18655.77,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,53.0,W,I,California,,,2020-03-03 00:00:00 +0000,CA34,0,1,N,34,CA
N00045011,David Kim (D),193430.05,80380.56,0.0,179282.98,14003.07,144.0,99637.55,108664.98,70618.0,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,47.0,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,34,CA
N00036107,Norma Torres (D),654727.0,664599.54,467975.0,188252.0,0.0,-1500.0,207653.52,158593.45,29658.55,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,69.3,W,I,California,,,2020-03-03 00:00:00 +0000,CA35,0,1,N,35,CA
N00045967,Mike Cargile (R),36113.02,35915.06,5000.0,31113.0,0.0,0.02,197.96,24600.0,6513.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,30.7,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,35,CA
N00033510,Raul Ruiz (D),2402623.68,1732442.52,968325.0,1460347.84,0.0,-26049.16,2316171.94,1081308.14,379039.7,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,60.3,W,I,California,,,2020-03-03 00:00:00 +0000,CA36,0,1,N,36,CA
N00042557,Erin Cruz (R),54216.55,53839.99,5280.0,48625.3,0.0,311.25,781.56,21832.78,26792.52,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,39.7,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,36,CA
N00031877,Karen Bass (D),2216466.85,1202941.98,836471.99,779522.38,0.0,600472.48,1325864.24,746340.51,33181.87,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,85.9,W,I,California,,,2020-03-03 00:00:00 +0000,CA37,0,1,N,37,CA
N00045383,Errol Webber (R),66397.86,174075.86,10000.0,53201.76,863.97,2332.13,0.0,25115.34,28086.42,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,14.1,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,37,CA
N00024870,Linda Sanchez (D),1246007.66,1140164.59,1031021.16,211517.19,0.0,3469.31,840983.22,189492.62,22024.57,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,74.3,W,I,California,,,2020-03-03 00:00:00 +0000,CA38,0,1,N,38,CA
N00046156,Michael Tolar (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,California,,,2020-03-03 00:00:00 +0000,,0,2,N,38,CA
N00041464,Gil Cisneros (D),4370133.03,4350463.64,1017340.29,2409335.44,511887.01,431570.29,101108.21,2047992.19,361343.25,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,49.4,L,I,California,,,2020-03-03 00:00:00 +0000,CA39,0,1,N,39,CA
N00042386,Young Kim (R),6424556.26,6021651.38,527172.88,5440995.16,0.0,456388.22,408239.02,2663998.95,2776996.21,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,50.6,W,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,39,CA
N00006671,Lucille Roybal-Allard (D),739790.48,741378.81,521210.61,207346.34,0.0,11233.53,38542.81,203050.0,4296.34,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,72.7,W,I,California,,,2020-03-03 00:00:00 +0000,CA40,0,1,N,40,CA
N00046381,Antonio Delgado (R),85014.29,79270.37,10300.0,34187.86,39842.0,684.43,5743.92,21770.0,12417.86,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,27.3,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,40,CA
N00006701,Mark Takano (D),1020455.56,949494.38,347364.11,684858.38,0.0,-11766.93,163964.12,612350.2,72508.18,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.0,W,I,California,,,2020-03-03 00:00:00 +0000,CA41,0,1,N,41,CA
N00040864,Aja Smith (R),660658.13,659908.5399999999,5500.0,660228.13,750.0,-5820.0,1016.45,160518.0,499710.13,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,36.0,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,41,CA
N00007099,Ken Calvert (R),1441811.68,1549112.86,611550.0,775197.08,0.0,55064.6,410598.85,742907.6,32289.48,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,57.1,W,I,California,,,2020-03-03 00:00:00 +0000,CA42,0,1,N,42,CA
N00043985,Liam O'Mara (D),130064.79,128782.0,8250.0,110480.38,12564.54,-1230.13,1282.79,46849.52,63630.86,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,42.9,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,42,CA
N00006690,Maxine Waters (D),1836660.19,1906957.14,855721.44,612846.75,0.0,368092.0,320867.3,559463.0,53383.75,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,71.7,W,I,California,,,2020-03-03 00:00:00 +0000,CA43,0,1,N,43,CA
N00042611,Joe Edward Collins (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,California,,,2020-03-03 00:00:00 +0000,,0,2,N,43,CA
N00037019,Nanette Barragan (D),1173908.8199999998,714022.61,634700.02,539266.98,0.0,-58.18,1050751.86,501413.97,37853.01,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.8,W,I,California,,,2020-03-03 00:00:00 +0000,CA44,0,1,N,44,CA
N00036511,Analilia Joya (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,California,,,2020-03-03 00:00:00 +0000,,0,2,N,44,CA
N00040865,Katie Porter (D),16627705.97,6443700.0600000005,923134.44,15765271.69,0.0,-60700.16,10267752.44,7117713.04,8647558.65,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,53.5,W,I,California,,,2020-03-03 00:00:00 +0000,CA45,0,1,N,45,CA
N00035204,Greg Raths (R),1245766.5699999998,1241713.08,43280.0,1206876.32,5500.0,-9889.75,1998.49,866934.31,339942.01,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,46.5,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,45,CA
N00037260,Lou Correa (D),1192714.85,650707.19,847982.1,353782.75,0.0,-9050.0,1145700.71,335642.0,18140.75,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,68.8,W,I,California,,,2020-03-03 00:00:00 +0000,CA46,0,1,N,46,CA
N00024194,James Waters (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,California,,,2020-03-03 00:00:00 +0000,,0,2,N,46,CA
N00033274,Alan Lowenthal (D),678648.24,854902.01,491900.0,186518.67,0.0,229.57,393034.98,153751.0,32767.67,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,63.3,W,I,California,,,2020-03-03 00:00:00 +0000,CA47,0,1,N,47,CA
N00042788,John Briscoe (R),25302.36,21538.47,5000.0,2928.45,0.0,17373.91,10389.98,2150.0,778.45,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,36.7,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,47,CA
N00040666,Harley Rouda (D),5968858.11,6174442.61,1035450.8,4495539.52,0.0,437867.79,70079.75,3749593.73,745945.79,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,48.9,L,I,California,,,2020-03-03 00:00:00 +0000,CA48,0,1,N,48,CA
N00044501,Michelle Steel (R),6305664.84,6148590.93,400751.73,3456632.81,1879107.2,569173.1,157073.91,2309639.97,1146992.84,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,51.1,W,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,48,CA
N00040667,Mike Levin (D),3845767.9,2901566.0700000003,771262.44,2864880.57,0.0,209624.89,1502261.3,2395547.2,469333.37,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,53.1,W,I,California,,,2020-03-03 00:00:00 +0000,CA49,0,1,N,49,CA
N00042392,Brian Maryott (R),2810253.44,2808217.24,62199.0,1776144.69,893500.0,78409.75,11794.02,1361892.47,414252.22,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,46.9,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,49,CA
N00007017,Darrell Issa (R),11239669.66,10947106.4,414060.0,4600772.78,5931387.99,293448.89,292563.26,2200459.02,2400313.76,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,54.0,W,O,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,50,CA
N00040871,Ammar Campa-Najjar (D),6248209.54,6247761.57,271960.01,6134051.28,0.0,-157801.75,3438.09,3365833.46,2768217.82,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,46.0,L,O,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,50,CA
N00007021,Juan Vargas (D),799734.22,801670.85,614500.0,143464.24,0.0,41769.98,69739.3,141600.0,1864.24,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,68.3,W,I,California,,,2020-03-03 00:00:00 +0000,CA51,0,1,N,51,CA
N00038615,Juan Hidalgo (R),83729.63,81181.7,1000.0,78729.63,3000.0,1000.0,-8419.45,77279.63,1450.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,31.7,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,51,CA
N00033591,Scott Peters (D),1911791.14,2131849.49,1210670.04,648786.73,20555.2,31779.17,1581118.09,562623.99,86162.74,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,61.6,W,I,California,,,2020-03-03 00:00:00 +0000,CA52,0,1,N,52,CA
N00045664,James Debello (R),233464.35,224629.57,7500.0,165964.35,60000.0,0.0,8834.78,149021.72,16942.63,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,38.4,L,C,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,52,CA
N00042081,Sara Jacobs (D),7678363.470000001,7586185.78,66000.0,707309.73,6921254.68,-16200.94,102166.52,652888.1,54421.63,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,59.5,W,O,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,53,CA
N00045386,Georgette Gomez (D),1691793.73,1663251.64,325161.98,1377397.23,2000.0,-12765.48,28542.09,1121239.53,256157.7,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,40.5,L,O,California,,,2020-03-03 00:00:00 +0000,    ,0,2,N,53,CA
N00006134,Diana DeGette (D),1201025.62,1077130.4400000002,639050.0,562689.14,0.0,-713.52,277372.77,468242.71,94446.43,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,73.7,W,I,Colorado,,,2020-06-30 00:00:00 +0000,CO01,0,1,N,01,CO
N00047103,Shane Bolling (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,01,CO
N00047714,Paul Fiorino (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,01,CO
N00047713,Kyle Furey (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,01,CO
N00047712,Jan Kok (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,01,CO
N00041080,Joseph Neguse (D),1353324.76,674601.93,478178.93,874304.69,0.0,841.14,893504.31,751905.96,122398.73,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,61.5,W,I,Colorado,,,2020-06-30 00:00:00 +0000,CO02,0,1,N,02,CO
N00046383,Charles Winn (R),98337.58,98337.58,0.0,47092.58,50000.0,1245.0,0.0,31259.0,15833.58,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,35.4,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,02,CO
N00045670,Alex Johnson (I),4781.96,4092.99,0.0,1400.0,3381.8,0.16,688.97,250.0,0.0,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,02,CO
N00047715,Thom Atkinson (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,02,CO
N00044695,Mark Matyi (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,02,CO
N00006159,Gary Swing (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,02,CO
N00041317,Diane Mitsch Bush (D),5008273.74,4984238.32,283043.98,4732578.4,7335.549999999999,-14684.19,28454.99,3455977.68,1276600.72,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.2,L,O,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,03,CO
N00045974,Lauren Boebert (R),2989509.89,2632715.56,160473.97,2690780.92,2005.0,136250.0,356794.33,1299676.02,1391104.9,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,51.4,W,O,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,03,CO
N00045351,Chris Milton (3),12012.21,12012.21,0.0,6250.76,5762.45,-1.0,0.0,5850.0,400.76,2020-11-04 00:00:00 +0000,2021-04-01 00:00:00 +0000,1.0,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,03,CO
N00047716,John Keil (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,03,CO
N00045129,Robert Moser Jr (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,03,CO
N00030829,Ken Buck (R),478983.54,539393.23,338600.0,138640.58,0.0,1742.96,290666.43,126618.33,12022.25,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,60.1,W,I,Colorado,,,2020-06-30 00:00:00 +0000,CO04,0,1,N,04,CO
N00043992,Ike McCorkle (D),369870.53,217397.58,1316.07,365951.43,27.56999999999971,2575.46,152472.95,167672.22,198279.21,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,36.1,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,04,CO
N00040426,Bruce Griffith (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,04,CO
N00047717,Laura Ireland (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,04,CO
N00028133,Doug Lamborn (R),540712.36,329010.58,379650.0,162062.36,0.0,-1000.0,428777.39,155025.0,7037.36,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,57.6,W,I,Colorado,,,2020-06-30 00:00:00 +0000,CO05,0,1,N,05,CO
N00044307,Jillian Freeland (D),185255.25,175547.52000000002,14000.0,154651.08,15201.71,1402.46,553.02,70361.08,84290.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,37.4,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,05,CO
N00047448,Rebecca Keltie (3),2551.76,1494.95,0.0,0.0,0.0,2551.76,2595.87,0.0,0.0,2020-09-11 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.8,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,05,CO
N00047718,Ed Duffett (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,05,CO
N00040876,Jason Crow (D),4136137.49,2892443.18,777123.22,3287784.24,0.0,71230.03,1289004.76,2788459.54,499324.7,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,57.1,W,I,Colorado,,,2020-06-30 00:00:00 +0000,CO06,0,1,N,06,CO
N00045224,Steven House (R),1200055.78,1198044.25,144606.07,962363.22,55976.58,37109.91,2011.53,859411.34,102951.88,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,40.0,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,06,CO
N00043750,Jaimie Kulikowski (3),72293.23,110645.22,0.0,780.0,71513.23,0.0,0.0,780.0,0.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.9,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,06,CO
N00025870,Norm Olsen (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,06,CO
N00027510,Ed Perlmutter (D),1632262.09,1339481.64,1066800.0,569237.09,0.0,-3775.0,1053696.18,452426.69,116810.4,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,59.1,W,I,Colorado,,,2020-06-30 00:00:00 +0000,CO07,0,1,N,07,CO
N00037585,Casper Stockham (R),147871.59,147871.59,9000.0,138909.35,0.0,-37.76,0.0,62313.68,76595.67,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,37.6,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,07,CO
N00046645,Anthony Malgieri (I),1930.0,1958.45,0.0,1630.0,300.0,0.0,15.28,1000.0,630.0,2020-08-20 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Colorado,,,2020-06-30 00:00:00 +0000,    ,0,2,N,07,CO
N00047719,Ken Biles (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,07,CO
N00047720,David Olszta (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,07,CO
N00043139,Steve Zorn (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Colorado,,,2020-06-30 00:00:00 +0000,,0,2,N,07,CO
N00000575,John Larson (D),1377237.6,1323690.42,1111092.62,269487.6,0.0,-3342.62,422375.23,234190.4,35297.2,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,63.7,W,I,Connecticut,,,2020-08-11 00:00:00 +0000,CT01,0,1,N,01,CT
N00046999,Mary Fay (R),26836.46,25118.18,373.46,26463.0,0.0,0.0,1718.28,13965.0,12498.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,35.0,L,C,Connecticut,,,2020-08-11 00:00:00 +0000,    ,0,2,N,01,CT
N00047805,Thomas McCormick (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Connecticut,,,2020-08-11 00:00:00 +0000,,0,2,N,01,CT
N00024842,Joe Courtney (D),964731.32,999359.87,587250.0,363656.46,105.1,13719.76,715812.69,265238.23,98418.23,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,59.4,W,I,Connecticut,,,2020-08-11 00:00:00 +0000,CT02,0,1,N,02,CT
N00045015,Justin Anderson (R),80227.41,78767.12,0.0,27837.71,52089.7,300.0,1460.29,10495.53,17342.18,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,38.2,L,C,Connecticut,,,2020-08-11 00:00:00 +0000,    ,0,2,N,02,CT
N00047360,Cassandra Martineau (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Connecticut,,,2020-08-11 00:00:00 +0000,,0,2,N,02,CT
N00029657,Daniel Reale (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Connecticut,,,2020-08-11 00:00:00 +0000,,0,2,N,02,CT
N00000615,Rosa DeLauro (D),1938999.38,1795634.99,774300.01,1134788.08,0.0,29911.29,159728.33,1004114.24,130673.84,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,58.7,W,I,Connecticut,,,2020-08-11 00:00:00 +0000,CT03,0,1,N,03,CT
N00046167,Margaret Streicker (R),1839080.22,1835384.91,31334.23,372481.47,1456344.6700000002,-21080.15,3695.31,346160.0,26321.47,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,39.8,L,C,Connecticut,,,2020-08-11 00:00:00 +0000,    ,0,2,N,03,CT
N00047105,Justin Paglino (3),29199.64,28670.47,0.0,3638.0,25161.64,400.0,529.17,3048.0,590.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,1.5,L,C,Connecticut,,,2020-08-11 00:00:00 +0000,    ,0,2,N,03,CT
N00029070,Jim Himes (D),1612935.25,2180028.71,831650.0,630074.1,0.0,151211.15,1823199.61,555988.2,74085.9,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,62.3,W,I,Connecticut,,,2020-08-11 00:00:00 +0000,CT04,0,1,N,04,CT
N00045130,Jonathan Riddle (R),31591.47,17385.2,600.0,20005.0,10986.47,0.0,11975.75,14850.0,5155.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,36.2,L,C,Connecticut,,,2020-08-11 00:00:00 +0000,    ,0,2,N,04,CT
N00047062,Damon Cerreta (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Connecticut,,,2020-08-11 00:00:00 +0000,,0,2,N,04,CT
N00043421,Jahana Hayes (D),2037825.58,1564685.13,667029.06,1299575.55,0.0,71220.97,1029607.42,1001342.8,298232.75,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,55.1,W,I,Connecticut,,,2020-08-11 00:00:00 +0000,CT05,0,1,N,05,CT
N00044860,David Sullivan (R),397395.32,397370.44,10500.0,376800.69,6894.630000000001,3200.0,24.88,260102.56,116698.13,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,43.5,L,C,Connecticut,,,2020-08-11 00:00:00 +0000,    ,0,2,N,05,CT
N00047722,Bruce W. Walczak (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Connecticut,,,2020-08-11 00:00:00 +0000,,0,2,N,05,CT
